point_x, point_y, eye_x, eye_y
97.60001,494.1,342.9447,286.5814
97.60001,494.1,342.5679,287.3495
97.60001,494.1,342.7841,287.7425
97.60001,494.1,343.1154,287.7408
97.60001,494.1,343.2341,287.7361
97.60001,494.1,343.8322,286.4663
97.60001,494.1,343.6737,285.7018
97.60001,494.1,343.491,287.329
97.60001,494.1,342.977,288.0999
97.60001,494.1,341.4012,287.7209
97.60001,494.1,341.3376,286.4242
97.60001,494.1,341.0699,283.6832
97.60001,494.1,337.4142,285.6025
97.60001,494.1,297.3606,319.5689
97.60001,494.1,270.194,343.9577
97.60001,494.1,220.0052,390.854
97.60001,494.1,207.1738,404.4328
97.60001,494.1,204.5267,408.1987
97.60001,494.1,204.4587,408.9268
97.60001,494.1,204.0019,409.879
97.60001,494.1,203.5668,410.0517
97.60001,494.1,203.0723,410.5558
97.60001,494.1,203.1258,411.5348
97.60001,494.1,203.134,414.106
97.60001,494.1,203.1053,414.2553
97.60001,494.1,203.8557,415.5338
97.60001,494.1,205.4137,418.9082
97.60001,494.1,210.3198,431.6785
97.60001,494.1,212.5278,438.2378
97.60001,494.1,213.3635,445.7979
97.60001,494.1,212.946,447.2794
97.60001,494.1,212.4186,449.8155
97.60001,494.1,212.2728,451.2069
97.60001,494.1,211.9994,452.0121
97.60001,494.1,211.892,451.9417
97.60001,494.1,212.1317,452.8764
97.60001,494.1,212.0936,453.6278
97.60001,494.1,211.9259,455.2512
97.60001,494.1,211.5447,456.5201
97.60001,494.1,210.2442,459.7458
97.60001,494.1,209.2104,460.8741
97.60001,494.1,207.556,462.1964
97.60001,494.1,206.6904,462.9168
97.60001,494.1,205.2096,465.2617
97.60001,494.1,204.2628,467.0074
97.60001,494.1,201.8445,470.8887
97.60001,494.1,200.9518,473.0504
97.60001,494.1,199.5791,475.6844
97.60001,494.1,199.2963,475.9876
97.60001,494.1,199.0193,475.6626
97.60001,494.1,198.5647,475.4308
97.60001,494.1,198.234,474.8342
97.60001,494.1,198.8806,474.0222
97.60001,494.1,200.0266,472.4096
97.60001,494.1,200.0817,471.4255
97.60001,494.1,199.2737,469.887
97.60001,494.1,198.782,469.463
97.60001,494.1,198.4885,468.7185
97.60001,494.1,198.6159,468.9646
97.60001,494.1,199.5032,469.6203
97.60001,494.1,199.9144,470.3575
97.60001,494.1,199.9519,470.8508
97.60001,494.1,198.2762,465.2325
97.60001,494.1,198.2534,461.756
97.60004,494.1,197.4753,456.3896
97.60004,494.1,197.6676,454.7915
97.60007,494.1,200.1741,455.2719
97.6001,494.1,200.1741,455.2719
97.60013,494.1,200.1741,455.2719
97.60019,494.1,200.1741,455.2719
97.60028,494.1,200.1741,455.2719
97.6004,494.1,176.8309,503.7393
97.60052,494.1,180.8754,527.9948
97.60071,494.1,186.1462,540.0236
97.60095,494.1,188.6398,539.6967
97.60126,494.1,195.778,546.311
97.60162,494.1,197.4233,545.5447
97.60205,494.1,197.5808,543.3699
97.6026,494.1,197.0834,542.5394
97.60321,494.1,196.5963,541.958
97.60397,494.1,196.6431,542.9446
97.60492,494.1,195.2324,544.7327
97.60593,494.1,194.8216,544.9764
97.60712,494.1,195.0991,542.73
97.60855,494.1,195.7819,541.7134
97.61014,494.1,196.6086,539.8777
97.612,494.1,196.2136,539.2026
97.61414,494.1,195.1522,540.5507
97.61655,494.1,194.6077,541.1158
97.61926,494.1,194.2327,541.0464
97.62238,494.1,194.0781,541.5803
97.62582,494.1,193.9797,541.2242
97.6297,494.1,193.77,541.8254
97.63403,494.1,193.4945,542.2939
97.63895,494.1,194.2236,543.0635
97.6442,494.1,194.6631,543.3377
97.65015,494.1,195.2809,542.5117
97.65677,494.1,195.3454,542.1495
97.66388,494.1,195.8294,542.0678
97.67181,494.1,196.0399,541.3624
97.68054,494.1,194.9507,539.3694
97.69043,494.1,194.1712,538.9604
97.70044,494.1,194.8153,539.9701
97.71185,494.1,195.7825,540.8795
97.72421,494.1,196.3257,541.8574
97.73758,494.1,195.6333,542.1988
97.75211,494.1,193.6635,543.0042
97.76788,494.1,193.5209,543.0153
97.78494,494.1,194.368,541.7025
97.80331,494.1,194.6447,541.1085
97.82312,494.1,194.4633,539.4105
97.84506,494.1,194.1659,539.2322
97.86743,494.1,194.0688,538.8201
97.89206,494.1,194.5674,538.3166
97.91849,494.1,195.0652,533.8466
97.94678,494.1,196.0928,526.7368
97.97772,494.1,198.946,506.8777
98.00943,494.1,199.9901,497.5207
98.04462,494.1,199.8309,490.0282
98.08081,494.1,199.3253,491.1545
98.12067,494.1,199.69,492.4105
98.1618,494.1,199.5533,492.4462
98.20676,494.1,198.4258,491.651
98.25519,494.1,198.0378,491.4735
98.30344,494.1,197.3655,492.0152
98.35699,494.1,197.01,492.3122
98.41302,494.1,197.144,492.5859
98.47235,494.1,197.3094,492.5823
98.53549,494.1,197.3316,492.4287
98.60208,494.1,197.8269,491.4637
98.67239,494.1,197.9608,488.1313
98.74847,494.1,198.1649,486.6278
98.82486,494.1,198.7294,484.8683
98.90735,494.1,198.769,484.8996
98.9942,494.1,200.1522,484.9306
99.08722,494.1,200.5605,484.8488
99.18176,494.1,200.5232,483.453
99.28281,494.1,200.1176,482.748
99.39038,494.1,198.2465,481.3265
99.50058,494.1,197.3384,480.2119
99.61755,494.1,196.7471,479.517
99.74139,494.1,196.8768,479.4527
99.86871,494.1,197.853,481.7059
100.0039,494.1,198.5128,482.984
100.1443,494.1,199.202,482.962
100.2917,494.1,199.2189,482.6385
100.4572,494.1,198.8825,480.6689
100.6189,494.1,198.8617,479.1681
100.7879,494.1,199.3212,479.6261
100.9644,494.1,199.4277,480.5257
101.1486,494.1,199.3396,482.4292
101.3438,494.1,199.0545,483.1296
101.5461,494.1,198.1307,480.3861
101.7593,494.1,198.2641,478.6988
101.9731,494.1,200.2309,477.1869
102.2,494.1,201.0127,477.5025
102.4399,494.1,200.9974,478.3029
102.6822,494.1,200.3262,478.1103
102.9385,494.1,198.6232,475.0627
103.2039,494.1,198.0013,473.1411
103.4808,494.1,197.0606,471.4779
103.7681,494.1,196.6763,471.1252
104.0774,494.1,196.9622,471.663
104.3868,494.1,197.0521,472.2331
104.709,494.1,198.3894,472.6035
105.0429,494.1,199.0587,472.4914
105.3948,494.1,199.5886,472.0833
105.7637,494.1,199.4077,471.4547
106.1367,494.1,198.3902,471.989
106.5292,494.1,198.1225,472.3492
106.9276,494.1,197.1538,470.0021
107.3425,494.1,197.0004,468.3564
107.772,494.1,197.5787,467.0102
108.2164,494.1,198.2339,467.6146
108.6764,494.1,199.3089,470.359
109.1519,494.1,199.4545,471.3505
109.6438,494.1,199.7701,471.0355
110.1523,494.1,199.8345,470.4306
110.6778,494.1,199.7297,470.055
111.2207,494.1,199.8092,469.8495
111.7816,494.1,201.0849,468.4682
112.3607,494.1,202.1446,468.0663
112.9587,494.1,203.316,468.1924
113.5759,494.1,203.4861,468.5618
114.2128,494.1,204.8223,469.4979
114.8698,494.1,205.6714,468.7767
115.5528,494.1,206.9432,467.0465
116.2517,494.1,207.0323,466.9136
116.975,494.1,206.9878,467.1284
117.7148,494.1,207.5831,468.5945
118.4799,494.1,208.2526,468.774
119.2682,494.1,209.4823,467.7325
120.0803,494.1,209.9693,467.3398
120.9163,494.1,209.9931,466.7296
121.7775,494.1,209.8798,466.5548
122.6631,494.1,210.1622,466.951
123.5749,494.1,210.633,467.2476
124.5131,494.1,212.173,467.8683
125.4951,494.1,212.6216,468.0671
126.4707,494.1,214.115,468.3612
127.4916,494.1,214.8837,467.9935
128.5406,494.1,215.5409,465.8062
129.6194,494.1,215.9993,464.6394
130.7277,494.1,217.2246,464.3531
131.8669,494.1,219.0174,466.0883
133.146,494.1,219.4234,466.7358
134.5019,494.1,219.3745,466.18
135.7428,494.1,219.3097,465.4973
137.0173,494.1,220.6931,464.3542
138.3254,494.1,221.8783,463.6371
139.6683,494.1,223.2626,463.4933
141.1203,494.1,223.4723,463.2114
142.5842,494.1,223.1789,463.0151
144.149,494.1,223.4812,463.0504
145.6428,494.1,224.8187,464.0374
147.1946,494.1,225.8931,465.04
148.7883,494.1,228.6378,465.8728
150.4185,494.1,229.7376,466.5751
152.0513,494.1,230.4551,467.6158
153.7444,494.1,230.6563,467.7767
155.4787,494.1,231.7987,471.5918
157.2559,494.1,234.1824,481.4127
159.146,494.1,235.3308,486.5183
161.3827,494.1,236.7665,493.0639
