point_x, point_y, eye_x, eye_y
97.60001,494.1,138.7434,457.9194
97.60001,494.1,137.7452,457.0358
97.60001,494.1,136.8818,455.9184
97.60001,494.1,136.9187,452.759
97.60001,494.1,139.0372,450.5607
97.60001,494.1,142.9775,446.4497
97.60001,494.1,145.3144,441.4507
97.60001,494.1,145.7831,439.407
97.60001,494.1,146.5545,438.9485
97.60001,494.1,145.7966,441.1635
97.60001,494.1,150.9247,439.2513
97.60001,494.1,169.5997,432.1356
97.60001,494.1,188.2856,430.1076
97.60001,494.1,206.0447,429.3346
97.60001,494.1,229.9187,431.1001
97.60001,494.1,230.2465,431.7291
97.60001,494.1,230.2366,429.0087
97.60001,494.1,229.5072,426.4683
97.60001,494.1,230.4719,426.6096
97.60001,494.1,230.6274,427.6821
97.60001,494.1,232.7277,425.493
97.60001,494.1,233.3513,423.6714
97.60001,494.1,237.2421,415.7934
97.60001,494.1,238.251,413.7501
97.60001,494.1,246.1922,403.64
97.60001,494.1,248.8358,399.8633
97.60001,494.1,253.4543,392.4246
97.60001,494.1,251.9977,390.4671
97.60001,494.1,249.3121,387.3287
97.60001,494.1,247.9848,386.7173
97.60001,494.1,248.0144,386.4218
97.60001,494.1,249.1738,385.8242
97.60001,494.1,253.211,382.2213
97.60001,494.1,253.0293,381.6788
97.60001,494.1,247.2932,383.0699
97.60001,494.1,242.8861,384.1288
97.60001,494.1,235.3732,387.5219
97.60001,494.1,233.7027,389.1931
97.60001,494.1,231.9156,391.2738
97.60001,494.1,231.0368,391.9563
97.60001,494.1,229.5439,393.4644
97.60001,494.1,229.383,394.6914
97.60001,494.1,228.0136,397.3271
97.60001,494.1,227.3553,397.8322
97.60001,494.1,226.4349,400.0181
97.60001,494.1,226.359,401.6588
97.60001,494.1,226.2953,402.7437
97.60001,494.1,225.8294,402.546
97.60001,494.1,224.4753,400.5384
97.60001,494.1,224.2072,399.9708
97.60001,494.1,225.216,402.0399
97.60001,494.1,225.8551,403.8234
97.60001,494.1,225.0941,408.3079
97.60001,494.1,224.5688,409.6254
97.60001,494.1,222.5004,409.5883
97.60001,494.1,221.5889,409.0789
97.60001,494.1,220.5599,406.5721
97.60001,494.1,221.0255,405.7064
97.60001,494.1,222.3735,403.5296
97.60001,494.1,222.7857,402.2083
97.60001,494.1,223.3501,400.1123
97.60004,494.1,223.2041,398.716
97.60004,494.1,223.4754,398.0791
97.60007,494.1,223.7279,397.8995
97.6001,494.1,223.9724,398.9748
97.60013,494.1,223.7803,399.8657
97.60019,494.1,223.0372,399.3766
97.60028,494.1,223.2859,398.8731
97.60037,494.1,224.5431,398.4985
97.60052,494.1,224.8299,397.9891
97.60071,494.1,224.7642,399.5441
97.60092,494.1,224.6073,402.7079
97.6012,494.1,224.3078,409.1494
97.60159,494.1,224.6119,411.8597
97.60199,494.1,225.4549,416.2213
97.60251,494.1,225.563,417.473
97.60315,494.1,225.664,420.6603
97.60388,494.1,225.5557,421.6371
97.60474,494.1,225.4836,420.2954
97.60577,494.1,225.4446,419.3628
97.60699,494.1,225.0486,417.6559
97.60834,494.1,225.1938,417.1903
97.60992,494.1,224.8174,416.1177
97.61176,494.1,224.7155,414.7896
97.61383,494.1,224.8714,416.1634
97.61621,494.1,224.7778,417.9996
97.6189,494.1,224.7669,418.0106
97.62201,494.1,223.5889,417.6769
97.62534,494.1,223.0382,418.4961
97.62915,494.1,222.461,421.4061
97.63342,494.1,222.0461,422.2671
97.63828,494.1,222.8443,423.4865
97.64346,494.1,222.8972,423.4706
97.64944,494.1,221.296,423.7841
97.65576,494.1,218.3026,425.8552
97.66302,494.1,209.3505,437.1579
97.67084,494.1,205.0058,444.0406
97.67941,494.1,200.1414,456.6018
97.68884,494.1,199.6279,459.5212
97.69901,494.1,199.3723,461.7281
97.71024,494.1,198.8057,461.9883
97.7225,494.1,197.2618,462.5391
97.73581,494.1,197.0212,463.6854
97.75497,494.1,197.2988,464.3175
97.77121,494.1,197.6005,463.4566
97.78851,494.1,197.1632,462.7513
97.80713,494.1,195.7723,461.0229
97.82703,494.1,195.3591,460.7595
97.84866,494.1,194.3829,461.7987
97.87286,494.1,194.0979,461.8426
97.89783,494.1,194.5605,459.8291
97.92377,494.1,195.1345,457.4955
97.95233,494.1,196.828,455.1324
97.98297,494.1,197.6478,456.0558
98.01575,494.1,198.5614,457.6724
98.0517,494.1,198.7684,457.9069
98.08798,494.1,198.3321,457.6038
98.12769,494.1,198.1936,456.9395
98.16995,494.1,201.351,458.0042
98.21484,494.1,203.9253,458.8933
98.26257,494.1,209.4437,460.3367
98.3143,494.1,211.0106,460.9464
98.36685,494.1,211.4241,461.0834
98.42371,494.1,210.9947,461.238
98.48386,494.1,208.9849,461.3509
98.54752,494.1,208.1841,461.7527
98.6156,494.1,208.0119,461.7393
98.68579,494.1,208.1891,461.514
98.76071,494.1,207.8894,461.07
98.83972,494.1,207.444,460.6128
98.92505,494.1,206.2997,462.5032
99.01285,494.1,206.3987,462.6886
99.11646,494.1,206.1977,463.6303
99.21533,494.1,205.7074,464.6702
99.31812,494.1,206.4003,465.0925
99.42941,494.1,207.7886,466.3158
99.53931,494.1,217.8091,485.8234
99.65817,494.1,220.5195,495.8081
99.86697,494.1,224.5661,509.348
100.0076,494.1,225.4622,509.1638
100.1424,494.1,226.8903,506.9066
100.3036,494.1,226.8079,506.4748
100.4584,494.1,225.124,506.0899
100.6202,494.1,224.5287,506.5926
100.7892,494.1,222.5575,505.6357
100.9661,494.1,222.021,504.575
101.1501,494.1,223.1523,505.1582
101.3423,494.1,224.5351,506.6465
101.5435,494.1,226.3261,508.8908
101.7525,494.1,226.2216,508.4853
101.9846,494.1,225.0565,506.2781
102.2222,494.1,224.3923,504.7013
102.4717,494.1,224.0484,504.1844
