time, x, y
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20001,494.1
73.20004,494.1
73.20004,494.1
73.20007,494.1
73.2001,494.1
73.20013,494.1
73.2002,494.1
73.20029,494.1
73.20038,494.1
73.2005,494.1
73.20068,494.1
73.2009,494.1
73.20117,494.1
73.20148,494.1
73.20184,494.1
73.20233,494.1
73.20288,494.1
73.20349,494.1
73.20425,494.1
73.20514,494.1
73.20621,494.1
73.20734,494.1
73.20868,494.1
73.21024,494.1
73.21207,494.1
73.21399,494.1
73.21622,494.1
73.21881,494.1
73.22159,494.1
73.22476,494.1
73.22827,494.1
73.23227,494.1
73.2366,494.1
73.24133,494.1
73.24689,494.1
73.25247,494.1
73.25891,494.1
73.26587,494.1
73.2735,494.1
73.2821,494.1
73.29092,494.1
73.30081,494.1
73.31152,494.1
73.32312,494.1
73.33569,494.1
73.34924,494.1
73.36386,494.1
73.38013,494.1
73.39651,494.1
73.4147,494.1
73.43466,494.1
73.45511,494.1
73.47867,494.1
73.50275,494.1
73.52692,494.1
73.55453,494.1
73.58313,494.1
73.61401,494.1
73.64819,494.1
73.68207,494.1
73.71893,494.1
73.75809,494.1
73.79971,494.1
73.84378,494.1
73.89044,494.1
73.94119,494.1
73.99185,494.1
74.04675,494.1
74.10474,494.1
74.16583,494.1
74.23022,494.1
74.29797,494.1
74.36923,494.1
74.44415,494.1
74.52686,494.1
74.60696,494.1
74.69348,494.1
74.78323,494.1
74.88306,494.1
74.97968,494.1
75.0849,494.1
75.19308,494.1
75.30701,494.1
75.42667,494.1
75.55182,494.1
