point_x, point_y, eye_x, eye_y
97.60001,494.1,508.429,-168.2602
97.60001,494.1,509.3599,-169.7008
97.60001,494.1,510.1227,-171.1711
97.60001,494.1,510.7284,-173.9699
97.60001,494.1,510.8925,-175.667
97.60001,494.1,509.9154,-178.7497
97.60001,494.1,509.7878,-180.168
97.60001,494.1,511.3864,-180.991
97.60001,494.1,511.2845,-180.343
97.60001,494.1,505.9576,-172.2785
97.60001,494.1,495.648,-149.3514
97.60001,494.1,455.1386,-32.8971
97.60001,494.1,431.1607,51.76748
97.60001,494.1,395.0939,210.0726
97.60001,494.1,387.3466,257.9082
97.60001,494.1,385.7632,288.1291
97.60001,494.1,387.1801,288.911
97.60001,494.1,388.5173,287.8969
97.60001,494.1,388.8094,286.44
97.60001,494.1,387.9911,285.0882
97.60001,494.1,386.7596,284.5573
97.60001,494.1,385.3564,285.8228
97.60001,494.1,384.9846,286.9754
97.60001,494.1,384.5053,287.9188
97.60001,494.1,377.6313,293.353
97.60001,494.1,331.7903,328.3268
97.60001,494.1,294.5331,358.7273
97.60001,494.1,221.6831,422.0388
97.60001,494.1,197.8431,444.4506
97.60001,494.1,181.83,462.6168
97.60001,494.1,180.7842,463.3256
97.60001,494.1,178.78,463.5852
97.60001,494.1,178.9355,463.481
97.60001,494.1,179.5999,465.0185
97.60001,494.1,179.355,466.5959
97.60001,494.1,178.4194,469.5173
97.60001,494.1,177.6841,470.5967
97.60001,494.1,181.6003,470.3797
97.60001,494.1,185.7569,469.7946
97.60001,494.1,194.6978,467.8502
97.60001,494.1,197.9047,466.6848
97.60001,494.1,200.5141,465.7222
97.60001,494.1,202.0087,466.3009
97.60001,494.1,203.9587,469.388
97.60001,494.1,204.7103,471.5905
97.60001,494.1,205.5495,473.0159
97.60001,494.1,205.5227,474.0397
97.60001,494.1,204.8859,474.0734
97.60001,494.1,203.9398,475.6042
97.60001,494.1,203.2174,477.0305
97.60001,494.1,201.8808,479.55
97.60001,494.1,195.1094,482.6
97.60001,494.1,178.5816,469.8326
97.60001,494.1,164.3879,467.1106
97.60001,494.1,151.1801,469.3193
97.60001,494.1,25.24454,306.6445
97.60001,494.1,25.24454,306.6445
97.60001,494.1,25.24454,306.6445
97.60001,494.1,25.24454,306.6445
97.60001,494.1,25.24454,306.6445
97.60001,494.1,25.24454,306.6445
97.60001,494.1,25.24454,306.6445
97.60001,494.1,25.24454,306.6445
97.60001,494.1,25.24454,306.6445
97.60004,494.1,25.24454,306.6445
97.60004,494.1,25.24454,306.6445
97.60007,494.1,25.24454,306.6445
97.6001,494.1,25.24454,306.6445
97.60013,494.1,43.60562,235.7468
97.60019,494.1,59.91212,268.1975
97.60028,494.1,156.4581,410.0502
97.60037,494.1,173.6314,434.576
97.60052,494.1,197.7986,452.9521
97.60071,494.1,201.9405,449.655
97.60092,494.1,201.6756,445.8118
97.60123,494.1,200.8322,445.2721
97.60156,494.1,199.1018,446.2542
97.60199,494.1,198.1624,446.5011
97.60251,494.1,196.6057,450.3542
97.60315,494.1,196.4058,452.5587
97.60388,494.1,196.1549,455.0771
97.60474,494.1,196.1001,455.6104
97.60577,494.1,196.6046,457.5337
97.60696,494.1,197.1986,459.7483
97.6084,494.1,199.9226,464.2657
97.60999,494.1,201.0539,465.3596
97.61176,494.1,201.5899,465.1395
97.61389,494.1,201.2358,465.562
97.61624,494.1,200.8697,466.6703
97.61893,494.1,201.1682,467.4226
97.62201,494.1,200.9798,468.8396
97.62537,494.1,201.0228,469.2627
97.62924,494.1,199.9621,469.4697
97.63351,494.1,198.8798,469.5193
97.63824,494.1,197.8187,470.5845
97.64355,494.1,198.0593,470.9442
97.64957,494.1,197.0891,472.35
97.65588,494.1,196.2043,472.3672
97.66299,494.1,193.8911,470.8177
97.67081,494.1,193.2147,469.506
97.67941,494.1,193.5311,469.1288
97.68912,494.1,194.8416,472.1119
97.69913,494.1,194.6694,474.2407
97.71036,494.1,193.2451,476.8821
97.72256,494.1,192.4836,476.0745
97.73584,494.1,194.1553,474.3141
97.75024,494.1,197.6331,478.3445
97.7663,494.1,197.8119,481.1628
97.7832,494.1,197.9519,483.0899
97.80145,494.1,197.3891,485.1466
97.82153,494.1,197.8688,483.9748
97.84277,494.1,199.5547,481.6843
97.86514,494.1,199.974,481.0838
97.88959,494.1,199.9888,480.3988
97.91583,494.1,199.8266,480.4635
97.94397,494.1,199.0536,479.305
97.97446,494.1,198.8035,478.9167
98.00659,494.1,198.7656,479.2567
98.04053,494.1,198.5231,481.1693
98.07715,494.1,199.2342,485.9842
98.11615,494.1,199.1211,486.7837
98.15778,494.1,199.5131,485.3144
98.20181,494.1,199.7514,483.7625
98.24872,494.1,199.2353,483.6735
98.30005,494.1,198.7182,484.7466
98.35342,494.1,196.6493,486.0978
98.40948,494.1,195.2975,485.8132
98.46939,494.1,191.5499,485.9274
98.53223,494.1,189.8898,487.0192
98.5986,494.1,188.6672,490.4366
98.66873,494.1,188.8372,492.0204
98.7431,494.1,189.4725,493.8034
98.82336,494.1,188.9916,493.8758
98.90344,494.1,187.8503,491.5178
98.99219,494.1,187.4772,489.7265
99.08127,494.1,187.3228,488.0677
99.17722,494.1,187.4843,488.9027
99.27805,494.1,187.8917,492.3856
99.38397,494.1,188.0928,493.9156
99.49728,494.1,188.2776,494.9039
99.61188,494.1,188.3797,494.5278
99.73422,494.1,188.9575,494.7843
99.86243,494.1,189.1714,495.5137
99.99683,494.1,189.356,494.5351
100.1391,494.1,189.3138,492.9797
100.2846,494.1,189.0572,490.3697
100.4385,494.1,189.0432,490.5768
100.6111,494.1,189.0217,493.0966
100.7797,494.1,190.0786,493.8945
100.9559,494.1,192.4327,493.5899
101.1397,494.1,193.0876,492.4972
101.3315,494.1,193.382,492.5731
101.5349,494.1,192.9583,494.006
101.7537,494.1,191.9929,495.5445
101.9715,494.1,190.7087,495.4448
102.1984,494.1,187.5379,495.7289
102.4346,494.1,186.548,496.7802
102.6804,494.1,188.4293,498.0823
102.9361,494.1,191.1387,497.0238
103.2119,494.1,194.5792,493.5598
103.4797,494.1,194.5818,492.0819
103.7656,494.1,194.9024,491.2986
104.0645,494.1,195.43,490.9158
104.3739,494.1,195.4922,489.633
104.6952,494.1,195.1011,489.5565
105.0287,494.1,196.2945,489.6183
105.3748,494.1,198.0554,489.9395
105.7336,494.1,199.8732,490.7813
106.1056,494.1,199.7708,491.0701
106.491,494.1,201.915,489.5637
106.9114,494.1,203.4176,489.3875
108.959,494.1,204.2291,488.4378
109.4543,494.1,205.1757,487.3252
109.9462,494.1,204.9996,487.0975
110.4648,494.1,205.1337,488.5085
111.0262,494.1,205.6117,489.3871
111.5985,494.1,206.4009,489.6187
112.1874,494.1,206.275,489.5667
112.7636,494.1,204.6644,487.9219
113.3746,494.1,204.5573,486.6934
114.0049,494.1,206.2788,484.1537
114.6554,494.1,206.6166,482.9021
115.3378,494.1,207.8955,482.117
